['location', 'city', 'country', 'utc', 'local', 'parameter', 'value', 'unit', 'latitude', 'longitude', 'attribution'],,
['Chelmsford', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'o3', '0.02', 'ppm', '42.6267', '-71.3622'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'pm25', '-1', 'µg/m³', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'o3', '0.008', 'ppm', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'pm25', '3', 'µg/m³', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'o3', '0.012', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'no2', '0.011', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'so2', '0.001', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'pm25', '3.4', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'pm10', '4', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T09:00:00.000Z', '2020-01-27T04:00:00-05:00', 'o3', '0.018', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'so2', '0.001', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'pm25', '2', 'µg/m³', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'o3', '0.012', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'no2', '0.01', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'co', '0.24', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'so2', '0.001', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'no2', '0.009', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'no2', '0.005', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Chelmsford', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'o3', '0.018', 'ppm', '42.6267', '-71.3622'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'o3', '0.017', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'pm25', '-2', 'µg/m³', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'o3', '0.009', 'ppm', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'pm25', '3', 'µg/m³', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'o3', '0.012', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'no2', '0.012', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'so2', '0.001', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'pm10', '4', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'pm25', '3.5', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T08:00:00.000Z', '2020-01-27T03:00:00-05:00', 'o3', '0.02', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'so2', '0.001', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'o3', '0.014', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'pm25', '3', 'µg/m³', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'no2', '0.009', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'co', '0.24', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'so2', '0.001', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'no2', '0.009', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'o3', '0.017', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'no2', '0.005', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Chelmsford', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'o3', '0.019', 'ppm', '42.6267', '-71.3622'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'pm25', '-2', 'µg/m³', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'o3', '0.01', 'ppm', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'pm25', '4', 'µg/m³', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'o3', '0.015', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'no2', '0.009', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'o3', '0.021', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'so2', '0.002', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'pm25', '3.5', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T07:00:00.000Z', '2020-01-27T02:00:00-05:00', 'pm10', '4', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'so2', '0.001', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Chelmsford', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'o3', '0.02', 'ppm', '42.6267', '-71.3622'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'so2', '0.002', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'no2', '0.004', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'no2', '0.008', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'so2', '0.001', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'o3', '0.014', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'co', '0.24', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'no2', '0.009', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'o3', '0.018', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'pm25', '2', 'µg/m³', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'pm25', '3', 'µg/m³', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'o3', '0.016', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'o3', '0.011', 'ppm', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'pm25', '3.4', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'o3', '0.021', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'pm10', '4', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'pm25', '0', 'µg/m³', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T06:00:00.000Z', '2020-01-27T01:00:00-05:00', 'no2', '0.009', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T05:00:00.000Z', '2020-01-27T00:00:00-05:00', 'so2', '0.001', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-27T05:00:00.000Z', '2020-01-27T00:00:00-05:00', 'pm25', '0', 'µg/m³', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
